date,shift,line,machine,product_family,planned_shift_minutes,planned_break_minutes,planned_production_time_minutes,unplanned_downtime_minutes,downtime_reason,ideal_cycle_time_seconds,total_count,defect_count,operator_team,mes_correction_required,mes_correction_reason
2026-01-12,Morning,Line 4,Wrapper 4,Ice Cream Bar,480,45,435,115,Packaging Jam,1.15,14656,618,Team A,False,
2026-01-12,Evening,Line 1,Cartoner 1,Sandwich,480,45,435,33,Material Waiting,1.25,17258,255,Team C,False,
2026-01-12,Evening,Line 2,Filler 2,Ice Cream Bar,480,45,435,81,Breakdown,1.15,16425,354,Team B,False,
2026-01-12,Evening,Line 3,Case Packer 3,Ice Cream Bar,480,45,435,53,Packaging Jam,1.15,13965,98,Team B,False,
2026-01-12,Evening,Line 4,Extruder 4,Multipack,480,45,435,49,Packaging Jam,1.65,8742,161,Team B,False,
2026-01-12,Night,Line 1,Wrapper 1,Multipack,480,40,440,29,Packaging Jam,1.65,12497,327,Team C,True,Counter reconciliation pending
2026-01-12,Night,Line 2,Case Packer 2,Cone,480,40,440,52,Breakdown,1.35,16068,715,Team C,False,
2026-01-12,Night,Line 3,Case Packer 3,Cone,480,40,440,41,Minor Stops,1.35,17242,339,Team D,False,
2026-01-12,Night,Line 4,Extruder 4,Multipack,480,40,440,56,Cleaning,1.65,10957,214,Team C,True,Counter reconciliation pending
2026-01-13,Morning,Line 1,Filler 1,Cone,480,45,435,64,Material Waiting,1.35,11022,171,Team B,False,
2026-01-13,Morning,Line 2,Case Packer 2,Sandwich,480,45,435,63,Packaging Jam,1.25,14994,346,Team B,True,Shift handover note missing
2026-01-13,Morning,Line 3,Wrapper 3,Multipack,480,45,435,59,Changeover,1.65,12367,353,Team B,False,
2026-01-13,Morning,Line 4,Wrapper 4,Cup,480,45,435,49,Material Waiting,1.05,16773,240,Team D,False,
2026-01-13,,Line 1,Cartoner 1,Sandwich,480,45,435,41,Packaging Jam,1.25,17626,597,Team D,True,Shift field missing
2026-01-13,Evening,Line 2,Freezer 2,Multipack,480,45,435,36,Changeover,1.65,12398,348,Team C,False,
2026-01-13,Evening,Line 3,Case Packer 3,Multipack,480,45,435,78,Packaging Jam,1.65,10902,320,Team D,False,
2026-01-13,Evening,Line 4,Cartoner 4,Cone,480,45,435,46,Quality Hold,1.35,15856,1172,Team C,False,
2026-01-13,Night,Line 1,Cartoner 1,Cup,480,40,440,20,Minor Stops,1.05,21118,989,Team C,False,
2026-01-13,Night,Line 2,Freezer 2,Multipack,480,40,440,43,Breakdown,1.65,11926,223,Team D,False,
2026-01-13,Night,Line 3,Moulder 3,Cup,480,40,440,37,Cleaning,1.05,22152,386,Team D,False,
2026-01-13,Night,Line 4,Cartoner 4,Cone,480,40,440,71,Quality Hold,1.35,11892,671,Team D,False,
2026-01-14,Morning,Line 1,Cartoner 1,Multipack,480,45,435,41,Packaging Jam,1.65,10851,364,Team D,True,Shift handover note missing
2026-01-14,Morning,Line 2,Filler 2,Cone,480,45,435,56,Quality Hold,1.35,14848,631,Team D,True,Shift handover note missing
2026-01-14,Morning,Line 3,Case Packer 3,Cup,480,45,435,42,Packaging Jam,1.05,14978,663,Team D,False,
2026-01-14,Morning,Line 4,Extruder 4,Sandwich,480,45,435,61,Material Waiting,1.25,15027,341,Team C,False,
2026-01-14,Evening,Line 1,Cartoner 1,Ice Cream Bar,480,45,435,65,Packaging Jam,1.15,19771,535,Team B,False,
2026-01-14,Evening,Line 2,Filler 2,Cup,480,45,435,30,Material Waiting,1.05,20207,410,Team B,False,
2026-01-14,Evening,Line 3,Moulder 3,Ice Cream Bar,480,45,435,66,Breakdown,1.15,17048,248,Team B,False,
2026-01-14,Evening,Line 4,Wrapper 4,Sandwich,480,45,435,34,Cleaning,1.25,16526,234,Team B,False,
2026-01-14,Night,Line 1,Wrapper 1,Sandwich,480,40,440,55,Changeover,1.25,15120,75,Team A,False,
2026-01-14,Night,Line 2,Freezer 2,Multipack,480,40,440,38,Changeover,1.65,13549,395,Team A,False,
2026-01-14,Night,Line 3,Moulder 3,Cone,480,40,440,46,Quality Hold,1.35,16203,931,Team C,False,
2026-01-14,Night,Line 4,Cartoner 4,Cup,480,40,440,55,Quality Hold,1.05,18153,803,Team B,False,
2026-01-15,Morning,Line 1,Wrapper 1,Ice Cream Bar,480,45,435,45,Minor Stops,1.15,17099,622,Team C,False,
2026-01-15,Morning,Line 2,Filler 2,Multipack,480,45,435,26,Breakdown,1.65,11643,163,Team D,False,
2026-01-15,Morning,Line 3,Moulder 3,Cone,480,45,435,56,Breakdown,1.35,15900,211,Team A,False,
2026-01-15,Morning,Line 4,Extruder 4,Sandwich,480,45,435,72,Cleaning,1.25,14965,500,Team A,False,
2026-01-15,Evening,Line 1,Filler 1,Ice Cream Bar,480,45,435,-8,Material Waiting,1.15,19808,411,Team C,True,Negative downtime transaction
2026-01-15,Evening,Line 2,Filler 2,Cup,480,45,435,23,Changeover,1.05,17428,242,Team C,False,
2026-01-15,Evening,Line 3,Moulder 3,Cone,480,45,435,39,Breakdown,1.35,15766,405,Team B,True,Quality rejection code needs approval
2026-01-15,Evening,Line 4,Extruder 4,Ice Cream Bar,480,45,435,84,Breakdown,1.15,16931,94,Team D,False,
2026-01-15,Night,Line 1,Filler 1,Cup,480,40,440,29,Material Waiting,1.05,16703,437,Team C,False,
2026-01-15,Night,Line 2,Freezer 2,Multipack,480,40,440,51,Packaging Jam,1.65,12178,260,Team A,False,
2026-01-15,Night,Line 3,Wrapper 3,Sandwich,480,40,440,63,Minor Stops,1.25,14229,501,Team A,False,
2026-01-15,Night,Line 4,Extruder 4,Multipack,480,40,440,73,Cleaning,1.65,12157,353,Team A,False,
2026-01-16,Morning,Line 1,Filler 1,Cone,480,45,435,31,Breakdown,1.35,17857,816,Team A,False,
2026-01-16,Morning,Line 2,Filler 2,Sandwich,480,45,435,67,Breakdown,1.25,13645,406,Team C,False,
2026-01-16,Morning,Line 3,Case Packer 3,Ice Cream Bar,480,45,435,55,Breakdown,1.15,19901,711,Team C,False,
2026-01-16,Morning,Line 4,Extruder 4,Sandwich,480,45,435,48,Material Waiting,1.25,15750,252,Team D,False,
2026-01-16,Evening,Line 1,Filler 1,Ice Cream Bar,480,45,435,25,Packaging Jam,1.15,18186,671,Team D,False,
2026-01-16,Evening,Line 2,Case Packer 2,Sandwich,480,45,435,48,Packaging Jam,1.25,16487,487,Team B,False,
2026-01-16,Evening,Line 3,Wrapper 3,Multipack,480,45,435,39,Packaging Jam,1.65,12016,331,Team D,True,Downtime reason manually reclassified
2026-01-16,Evening,Line 4,Wrapper 4,Cone,480,45,435,51,Cleaning,1.35,15102,304,Team B,False,
2026-01-16,Night,Line 1,Wrapper 1,Ice Cream Bar,480,40,440,75,Breakdown,1.15,14606,73,Team D,False,
2026-01-16,Night,Line 2,Case Packer 2,Multipack,480,40,440,52,Cleaning,1.65,13504,67,Team D,False,
2026-01-16,Night,Line 3,Wrapper 3,Cup,480,40,440,32,Minor Stops,1.05,18382,387,Team A,False,
2026-01-16,Night,Line 4,Cartoner 4,Cup,480,40,440,102,Breakdown,1.05,16665,767,Team C,False,
2026-01-17,Morning,Line 1,Wrapper 1,Cone,480,45,435,67,Packaging Jam,1.35,13140,481,Team B,False,
2026-01-17,Morning,Line 2,Freezer 2,Cup,480,45,435,60,Changeover,1.05,18906,475,Team B,False,
2026-01-17,Morning,Line 3,Moulder 3,Multipack,480,45,435,29,Minor Stops,1.65,10993,267,Team B,False,
2026-01-17,Morning,Line 4,Extruder 4,Cone,480,45,435,46,Changeover,1.35,14305,257,Team A,False,
2026-01-17,Evening,Line 1,Filler 1,Ice Cream Bar,480,45,435,41,Minor Stops,1.15,14567,72,Team B,False,
2026-01-17,Evening,Line 2,Filler 2,Ice Cream Bar,480,45,435,65,Packaging Jam,1.15,16950,616,Team B,False,
2026-01-17,Evening,Line 3,Wrapper 3,Sandwich,480,45,435,76,Breakdown,1.25,14224,71,Team A,False,
2026-01-17,Evening,Line 4,Wrapper 4,Multipack,480,45,435,59,Material Waiting,1.65,11800,250,Team B,False,
2026-01-17,Night,Line 1,Wrapper 1,Cup,480,40,440,23,Changeover,1.05,21235,557,Team C,False,
2026-01-17,Night,Line 2,Filler 2,Ice Cream Bar,480,40,440,84,Minor Stops,1.15,15638,151,Team A,False,
2026-01-17,Night,Line 3,Wrapper 3,Sandwich,480,40,440,55,Cleaning,1.25,14972,551,Team A,False,
2026-01-17,Night,Line 4,Cartoner 4,Cup,480,40,440,76,Changeover,1.05,20156,100,Team A,False,
2026-01-18,Morning,Line 1,Filler 1,Sandwich,480,45,435,51,Packaging Jam,1.25,18626,427,Team D,False,
2026-01-18,Morning,Line 2,Freezer 2,Sandwich,480,45,435,64,Breakdown,1.6875,15953,621,Team A,True,Ideal cycle time master data needs review
2026-01-18,Morning,Line 3,Wrapper 3,Ice Cream Bar,480,45,435,51,Changeover,1.15,18736,663,Team C,False,
2026-01-18,Morning,Line 4,Extruder 4,Ice Cream Bar,480,45,435,93,Packaging Jam,1.15,15758,326,Team D,False,
2026-01-18,Evening,Line 1,Filler 1,Sandwich,480,45,435,26,Packaging Jam,1.25,17593,540,Team D,False,
2026-01-18,Evening,Line 2,Filler 2,Cup,480,45,435,52,Changeover,1.05,22748,568,Team D,False,
2026-01-18,Evening,Line 3,Moulder 3,Cone,480,45,435,45,Cleaning,1.35,14857,128,Team D,False,
2026-01-18,Evening,Line 4,Extruder 4,Sandwich,480,45,435,62,Cleaning,1.25,14992,355,Team A,False,
2026-01-18,Night,Line 1,Wrapper 1,Sandwich,480,40,440,71,Packaging Jam,1.25,14648,117,Team B,False,
2026-01-18,Night,Line 2,Case Packer 2,Multipack,480,40,440,63,Changeover,1.65,12596,371,Team B,True,Quality rejection code needs approval
2026-01-18,Night,Line 3,Case Packer 3,Cone,480,40,440,68,Packaging Jam,1.35,13818,265,Team B,False,
2026-01-18,Night,Line 4,Cartoner 4,Sandwich,480,40,440,72,Packaging Jam,1.25,15689,536,Team B,False,
2026-01-19,Morning,Line 1,Cartoner 1,Multipack,480,45,435,41,Cleaning,1.65,11485,230,Team B,False,
2026-01-19,Morning,Line 2,Case Packer 2,Ice Cream Bar,480,45,435,60,Packaging Jam,1.15,18009,532,Team A,False,
2026-01-19,Morning,Line 3,Moulder 3,Sandwich,480,45,435,32,Packaging Jam,1.25,15018,191,Team D,False,
2026-01-19,Morning,Line 4,Cartoner 4,Cone,480,45,435,73,Changeover,1.35,14243,426,Team A,False,
2026-01-19,Evening,Line 1,Cartoner 1,Cup,480,45,435,5,Minor Stops,1.05,21202,528,Team C,False,
2026-01-19,Evening,Line 2,Freezer 2,Sandwich,480,45,435,73,Packaging Jam,1.25,14209,354,Team B,False,
2026-01-19,Evening,Line 3,Wrapper 3,Cone,480,45,435,55,Minor Stops,1.35,13234,485,Team B,False,
2026-01-19,Evening,Line 4,Cartoner 4,Multipack,480,45,435,59,Changeover,1.65,12352,167,Team B,False,
2026-01-19,Night,Line 1,Cartoner 1,Ice Cream Bar,480,40,440,55,Packaging Jam,1.15,21204,179,Team C,False,
2026-01-19,Night,Line 2,Freezer 2,Multipack,480,40,440,67,Changeover,1.65,11497,488,Team B,False,
2026-01-19,Night,Line 3,Case Packer 3,Cone,480,40,440,56,Breakdown,1.35,13213,402,Team A,False,
2026-01-19,Night,Line 4,Cartoner 4,Ice Cream Bar,480,40,440,68,Breakdown,1.15,14218,199,Team D,False,
2026-01-20,Morning,Line 1,Wrapper 1,Ice Cream Bar,480,45,435,44,Packaging Jam,1.15,19886,555,Team C,False,
2026-01-20,Morning,Line 2,Filler 2,Multipack,480,45,435,45,Minor Stops,1.65,10610,68,Team B,False,
2026-01-20,Morning,Line 3,Wrapper 3,Ice Cream Bar,480,45,435,51,Material Waiting,1.15,18504,502,Team A,False,
2026-01-20,Morning,Line 4,Extruder 4,Sandwich,480,45,435,79,Breakdown,1.25,16026,639,Team C,False,
2026-01-20,Evening,Line 1,Wrapper 1,Ice Cream Bar,480,45,435,60,Breakdown,1.15,15108,504,Team D,False,
2026-01-20,Evening,Line 2,Case Packer 2,Sandwich,480,45,435,83,Changeover,1.25,14163,158,Team B,False,
2026-01-20,Evening,Line 3,Moulder 3,Cone,480,45,435,63,Minor Stops,1.35,13740,401,Team A,True,Shift handover note missing
2026-01-20,Evening,Line 4,Extruder 4,Cone,480,45,435,58,Cleaning,1.35,14162,308,Team B,False,
2026-01-20,Night,Line 1,Filler 1,Ice Cream Bar,480,40,440,29,Quality Hold,1.15,17990,751,Team A,False,
2026-01-20,Night,Line 2,Freezer 2,Cup,480,40,440,66,Packaging Jam,1.05,18443,441,Team C,False,
2026-01-20,Night,Line 3,Moulder 3,Cup,480,40,440,44,Changeover,1.05,19486,648,Team B,False,
2026-01-20,Night,Line 4,Extruder 4,Cone,480,40,440,88,Breakdown,1.35,13684,500,Team D,False,
2026-01-21,Morning,Line 1,Filler 1,Multipack,480,45,435,42,Cleaning,1.65,13974,69,Team B,False,
2026-01-21,Morning,Line 2,Filler 2,Multipack,480,45,435,61,Packaging Jam,1.65,10056,132,Team B,False,
2026-01-21,Morning,Line 3,Wrapper 3,Sandwich,480,45,435,51,Breakdown,1.25,14156,70,Team C,False,
2026-01-21,Morning,Line 4,Wrapper 4,Cone,480,45,435,48,Packaging Jam,1.35,13743,368,Team A,False,
2026-01-21,Evening,Line 1,Filler 1,Cup,480,45,435,33,Material Waiting,1.05,20918,520,Team B,False,
2026-01-21,Evening,Line 2,Case Packer 2,Cup,480,45,435,75,Packaging Jam,1.05,17459,757,Team D,False,
2026-01-21,Evening,Line 3,Wrapper 3,Sandwich,480,45,435,84,Changeover,1.25,12834,178,Team A,False,
2026-01-21,Evening,Line 4,Extruder 4,Sandwich,480,45,435,60,Changeover,1.25,16085,382,Team A,False,
2026-01-21,Night,Line 1,Wrapper 1,Cone,480,40,440,88,Breakdown,1.35,13826,492,Team B,False,
2026-01-21,Night,Line 2,Case Packer 2,Sandwich,480,40,440,9,Minor Stops,1.25,15511,77,Team B,False,
2026-01-21,Night,Line 3,Moulder 3,Ice Cream Bar,480,40,460,79,Packaging Jam,1.15,16817,578,Team A,True,Shift calendar mismatch
2026-01-21,Night,Line 4,Extruder 4,Cup,480,40,440,68,Minor Stops,1.05,19243,354,Team B,False,
2026-01-22,Morning,Line 1,Wrapper 1,Cone,480,45,435,9,Material Waiting,1.35,16413,474,Team B,False,
2026-01-22,Morning,Line 2,Freezer 2,Ice Cream Bar,480,45,435,84,Changeover,1.15,17620,228,Team B,False,
2026-01-22,Morning,Line 3,Wrapper 3,Multipack,480,45,435,48,Cleaning,1.65,11638,58,Team D,False,
2026-01-22,Morning,Line 4,Extruder 4,Cone,480,45,435,53,Material Waiting,1.35,15011,244,Team B,False,
2026-01-22,Evening,Line 1,Wrapper 1,Sandwich,480,45,435,69,Cleaning,1.25,14430,533,Team D,False,
2026-01-22,Evening,Line 2,Case Packer 2,Cone,480,45,435,64,Packaging Jam,1.35,13077,430,Team C,False,
2026-01-22,Evening,Line 3,Case Packer 3,Ice Cream Bar,480,45,435,80,Breakdown,1.15,15373,453,Team D,False,
2026-01-22,Evening,Line 4,Wrapper 4,Ice Cream Bar,480,45,435,79,Packaging Jam,1.15,15649,615,Team A,False,
2026-01-22,Night,Line 1,Wrapper 1,Cone,480,40,440,42,Cleaning,1.35,15566,141,Team D,False,
2026-01-22,Night,Line 2,Case Packer 2,Cone,480,40,440,52,Changeover,1.35,14285,71,Team C,False,
2026-01-22,Night,Line 3,Case Packer 3,Cone,480,40,440,34,Minor Stops,1.35,13847,185,Team C,False,
2026-01-22,Night,Line 4,Extruder 4,Cone,480,40,440,76,Quality Hold,1.35,13587,407,Team A,False,
2026-01-23,Morning,Line 1,Wrapper 1,Sandwich,480,45,435,36,Cleaning,1.25,14662,508,Team A,False,
2026-01-23,Morning,Line 2,Case Packer 2,Cone,480,45,435,48,Minor Stops,1.35,15309,109,Team B,False,
2026-01-23,Morning,Line 3,Moulder 3,Cup,480,45,435,58,Packaging Jam,1.05,15833,439,Team D,False,
2026-01-23,Morning,Line 4,Cartoner 4,Cup,480,45,435,83,Breakdown,1.05,14276,172,Team A,False,
2026-01-23,Evening,Line 1,Wrapper 1,Ice Cream Bar,480,45,435,73,Quality Hold,1.15,16950,981,Team D,False,
2026-01-23,Evening,Line 2,Freezer 2,Multipack,480,45,435,61,Cleaning,1.65,11122,140,Team B,False,
2026-01-23,Evening,Line 3,Moulder 3,Multipack,480,45,435,73,Packaging Jam,1.65,11205,246,Team D,False,
2026-01-23,Evening,Line 4,Cartoner 4,Sandwich,480,45,435,102,Breakdown,1.25,14342,293,Team A,False,
2026-01-23,Night,Line 1,Wrapper 1,Sandwich,480,40,440,35,Cleaning,1.25,18143,90,Team D,False,
2026-01-23,Night,Line 2,Freezer 2,Ice Cream Bar,480,40,440,73,Minor Stops,1.15,18375,670,Team B,False,
2026-01-23,Night,Line 3,Case Packer 3,Ice Cream Bar,480,40,440,23,Quality Hold,1.15,18668,1015,Team B,False,
2026-01-23,Night,Line 4,Cartoner 4,Cup,480,40,440,79,Minor Stops,1.05,13009,275,Team D,False,
2026-01-24,Morning,Line 1,Wrapper 1,Cone,480,45,435,61,Cleaning,1.35,12850,373,Team A,False,
2026-01-24,Morning,Line 2,Case Packer 2,Sandwich,480,45,435,71,Breakdown,1.25,12410,587,Team C,False,
2026-01-24,Morning,Line 3,Wrapper 3,Cone,480,45,435,22,Minor Stops,1.35,17522,369,Team D,False,
2026-01-24,Morning,Line 4,Extruder 4,Ice Cream Bar,480,45,435,70,Material Waiting,1.15,17370,432,Team A,False,
2026-01-24,Evening,Line 1,Cartoner 1,Cup,480,45,435,28,Packaging Jam,1.05,22347,925,Team B,False,
2026-01-24,Evening,Line 2,Freezer 2,Cone,480,45,435,52,Minor Stops,1.35,14343,322,Team B,False,
2026-01-24,Evening,Line 3,Moulder 3,Multipack,480,45,435,44,Packaging Jam,1.65,13165,474,Team D,False,
2026-01-24,Evening,Line 4,Cartoner 4,Ice Cream Bar,480,45,435,54,Changeover,1.15,14494,403,Team D,False,
2026-01-24,Night,Line 1,Wrapper 1,Sandwich,480,40,440,20,Minor Stops,1.25,19145,325,Team C,True,Shift handover note missing
2026-01-24,Night,Line 2,Filler 2,Cone,480,40,440,70,Packaging Jam,1.35,17201,743,Team B,False,
2026-01-24,Night,Line 3,Case Packer 3,Cup,480,40,440,47,Quality Hold,1.05,18603,1257,Team A,False,
